Auto_Model,Base_Model,Category,Argument,Default_Value,Type_Hint,Description
AutoTCN,TCN,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoTCN,TCN,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),batch_size,32,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoTCN,TCN,Model Param (via config),windows_batch_size,128,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),inference_windows_batch_size,1024,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),step_size,1,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),scaler_type,robust,str,Set in config={...}
AutoTCN,TCN,Model Param (via config),random_seed,1,int,Set in config={...}
AutoTCN,TCN,Model Param (via config),drop_last_loader,False,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoTCN,TCN,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoTCN,TCN,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTFT,TFT,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955613C4D0>,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoTFT,TFT,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),tgt_size,1,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),hidden_size,128,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),n_head,4,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),attn_dropout,0.0,float,Set in config={...}
AutoTFT,TFT,Model Param (via config),grn_activation,ELU,str,Set in config={...}
AutoTFT,TFT,Model Param (via config),n_rnn_layers,1,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),rnn_type,lstm,str,Set in config={...}
AutoTFT,TFT,Model Param (via config),one_rnn_initial_state,False,bool,Set in config={...}
AutoTFT,TFT,Model Param (via config),dropout,0.1,float,Set in config={...}
AutoTFT,TFT,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoTFT,TFT,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),batch_size,32,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoTFT,TFT,Model Param (via config),windows_batch_size,1024,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),inference_windows_batch_size,1024,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),step_size,1,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),scaler_type,robust,str,Set in config={...}
AutoTFT,TFT,Model Param (via config),random_seed,1,int,Set in config={...}
AutoTFT,TFT,Model Param (via config),drop_last_loader,False,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoTFT,TFT,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoTFT,TFT,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029556195250>,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoTSMixer,TSMixer,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),n_series,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),n_block,2,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),ff_dim,64,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),dropout,0.9,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),revin,True,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),batch_size,32,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),windows_batch_size,32,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),inference_windows_batch_size,32,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),step_size,1,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),random_seed,1,int,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoTSMixer,TSMixer,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x0000029556195E50>,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoTSMixerx,TSMixerx,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),n_series,REQUIRED,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),n_block,2,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),ff_dim,64,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),dropout,0.0,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),revin,True,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),batch_size,32,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),windows_batch_size,32,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),inference_windows_batch_size,32,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),step_size,1,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),random_seed,1,int,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoTSMixerx,TSMixerx,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955603A150>,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoTiDE,TiDE,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),hidden_size,512,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),decoder_output_dim,32,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),temporal_decoder_dim,128,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),dropout,0.3,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),layernorm,True,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),num_encoder_layers,1,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),num_decoder_layers,1,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),temporal_width,4,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),exclude_insample_y,False,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),batch_size,32,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoTiDE,TiDE,Model Param (via config),windows_batch_size,1024,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),inference_windows_batch_size,1024,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),step_size,1,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),random_seed,1,int,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoTiDE,TiDE,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoTiDE,TiDE,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x00000295561A4110>,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),gpus,0,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),verbose,False,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),alias,None,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),backend,ray,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Control Param (Auto Init),callbacks,None,inspect._empty,Set in AutoModel(...)
AutoTimeMixer,TimeMixer,Model Param (via config),h,REQUIRED,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),input_size,REQUIRED,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),n_series,REQUIRED,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),stat_exog_list,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),hist_exog_list,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),futr_exog_list,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),d_model,32,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),d_ff,32,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),dropout,0.1,float,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),e_layers,4,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),top_k,5,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),decomp_method,moving_avg,str,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),moving_avg,25,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),channel_independence,0,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),down_sampling_layers,1,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),down_sampling_window,2,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),down_sampling_method,avg,str,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),use_norm,True,bool,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),decoder_input_size_multiplier,0.5,float,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),loss,MAE(),inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),valid_loss,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),max_steps,1000,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),learning_rate,0.001,float,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),num_lr_decays,-1,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),early_stop_patience_steps,-1,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),val_check_steps,100,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),batch_size,32,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),valid_batch_size,None,Optional[int],Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),windows_batch_size,32,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),inference_windows_batch_size,32,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),start_padding_enabled,False,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),training_data_availability_threshold,0.0,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),step_size,1,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),scaler_type,identity,str,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),random_seed,1,int,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),drop_last_loader,False,bool,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),alias,None,Optional[str],Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),optimizer,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),optimizer_kwargs,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),lr_scheduler,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),lr_scheduler_kwargs,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),dataloader_kwargs,None,inspect._empty,Set in config={...}
AutoTimeMixer,TimeMixer,Model Param (via config),trainer_kwargs,REQUIRED,inspect._empty,Set in config={...}
AutoTimeXer,TimeXer,Control Param (Auto Init),h,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),n_series,REQUIRED,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),loss,MAE(),inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),valid_loss,None,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),config,None,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),search_alg,<ray.tune.search.basic_variant.BasicVariantGenerator object at 0x000002955614EBD0>,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),num_samples,10,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),refit_with_val,False,inspect._empty,Set in AutoModel(...)
AutoTimeXer,TimeXer,Control Param (Auto Init),cpus,12,inspect._empty,Set in AutoModel(...)
